*WEATHER DATA: GGCMI

@ INSI      LAT     LONG  ELEV   TAV   AMP REFHT WNDHT
 GGCMI    -9.25    34.75   -99  22.2  13.8
@DATE  SRAD  TMIN  TMAX  RAIN
67181  16.8  13.5  30.3   0.0
67182  18.2  13.2  29.5   0.0
67183  17.9  12.9  29.3   0.0
67184  17.3  12.7  29.0   0.0
67185  20.3   9.3  30.0   0.0
67186  21.8  11.1  29.9   0.0
67187  21.3  10.5  28.9   0.1
67188  22.5   9.3  28.7   0.0
67189  21.4  12.1  28.2   0.0
67190  17.6  11.6  26.0   0.0
67191  21.8   9.5  27.8   0.0
67192  21.8   8.3  28.4   0.0
67193  21.9   8.5  27.0   0.0
67194  20.6   9.6  26.3   0.0
67195  18.7   9.0  26.7   0.3
67196  21.3   7.7  28.4   0.0
67197  19.5   7.9  28.8   0.0
67198  19.4   8.6  29.3   0.0
67199  19.1   9.3  31.0   0.0
67200  18.5  10.6  29.8   0.0
67201  15.6  12.6  27.1   0.0
67202  15.2  12.0  27.8   0.0
67203  16.8  12.1  27.5   0.0
67204  19.0   9.4  27.0   0.2
67205  20.9   7.4  27.7   0.0
67206  19.5   9.9  27.0   0.0
67207  15.8  11.2  26.8   0.0
67208  15.8  10.8  26.8   0.0
67209  17.1  11.4  27.6   0.0
67210  16.1  10.0  26.9   0.0
67211  16.0  15.0  26.7   0.0
67212  18.3  11.4  27.8   0.0
67213  17.5  12.3  26.4   0.0
67214  15.0  13.9  26.6   0.0
67215  18.7  10.8  27.5   0.7
67216  16.9  12.8  26.9   0.0
67217  16.3  11.1  25.7   0.0
67218  20.2   7.2  26.3   0.0
67219  19.2  13.4  27.3   0.0
67220  20.1  11.9  28.1   0.0
67221  23.1   9.3  28.9   0.2
67222  23.9  10.1  31.0   0.0
67223  23.4   9.8  31.8   0.0
67224  23.4  10.1  31.7   0.0
67225  23.6  11.2  30.1   0.0
67226  24.5  10.9  29.9   0.0
67227  19.3  11.1  28.3   0.0
67228  19.6  11.0  27.1   0.0
67229  18.4  11.9  26.9   0.0
67230  23.4  10.3  29.1   0.0
67231  21.5  10.7  28.6   0.1
67232  19.7  11.8  28.9   0.0
67233  20.7  11.0  29.5   0.0
67234  20.1  11.1  29.6   0.2
67235  22.8  10.4  30.0   0.0
67236  24.5   9.2  30.9   0.0
67237  22.0  10.4  31.1   0.0
67238  20.6  13.9  30.1   0.0
67239  22.9  11.5  28.9   0.0
67240  20.1  11.1  29.2   0.0
67241  18.9  11.8  29.0   0.0
67242  19.4  12.3  28.6   0.0
67243  18.8  10.6  28.1   0.2
67244  22.2  13.6  28.0   0.0
67245  18.4  13.1  28.2   0.0
67246  21.1  13.1  29.4   0.0
67247  22.2  13.3  29.5   0.0
67248  23.4  12.8  30.2   0.0
67249  24.8  12.5  29.5   0.3
67250  23.2  11.6  29.0   0.0
67251  21.8  12.7  29.6   0.0
67252  23.0  13.1  29.9   0.0
67253  22.5  13.1  31.4   0.0
67254  21.7  15.4  30.9   0.0
67255  23.8  14.4  30.7   0.0
67256  24.2  13.0  31.6   0.0
67257  24.8  11.1  32.2   0.0
67258  26.7  10.7  30.8   0.0
67259  27.8  10.5  30.7   0.0
67260  26.0   8.8  32.1   0.0
67261  22.9  11.6  31.4   0.0
67262  19.1  16.1  30.0   0.0
67263  26.1  13.4  31.9   0.0
67264  26.3  12.0  32.2   0.0
67265  27.4  13.4  32.1   0.0
67266  26.1  11.5  30.8   0.1
67267  19.9  16.8  28.3   0.0
67268  26.9  12.7  30.2   0.0
67269  26.0  13.2  30.7   0.0
67270  23.7  14.0  30.7   0.0
67271  23.8  14.3  30.5   0.0
67272  26.3  12.2  30.2   0.0
67273  22.9  13.5  30.8   0.0
67274  22.2  16.3  30.1   0.2
67275  24.8  14.4  30.7   0.0
67276  24.9  14.3  30.0   0.0
67277  23.5  15.0  30.0   0.0
67278  29.0  12.9  31.0   0.0
67279  28.7  12.1  31.4   0.0
67280  27.9  12.1  32.0   0.0
67281  26.6  15.0  32.0   0.0
67282  26.1  15.0  32.8   0.0
67283  23.6  16.7  32.1   0.0
67284  20.0  18.7  30.4   0.0
67285  26.2  16.5  31.7   0.0
67286  28.8  14.3  31.0   0.0
67287  27.5  14.9  30.3   0.0
67288  28.8  13.6  30.3   0.0
67289  28.4  13.2  30.3   0.0
67290  29.2  13.5  30.9   0.0
67291  28.8  12.9  32.1   0.0
67292  28.2  13.1  32.9   0.0
67293  25.7  15.0  32.6   0.0
67294  23.0  18.4  32.2   0.0
67295  20.8  19.4  31.6   0.0
67296  21.2  18.0  31.6   0.0
67297  23.2  18.6  32.8   8.6
67298  21.2  20.2  31.7   9.5
67299  17.9  19.2  29.4   3.7
67300  20.4  18.8  30.9   0.0
67301  23.3  16.2  31.3   0.0
67302  22.0  17.9  30.3   5.5
67303  25.2  16.1  31.6   6.9
67304  22.9  16.6  31.0   0.0
67305  22.4  18.3  32.7   0.0
67306  22.4  18.2  33.2   0.0
67307  24.8  17.0  32.6   0.0
67308  22.4  16.8  31.4   0.0
67309  19.8  15.9  31.3   0.0
67310  20.1  17.5  31.0   0.2
67311  20.2  18.0  30.8   0.0
67312  26.6  16.8  32.6   0.0
67313  25.1  16.2  33.2   0.0
67314  23.9  18.7  31.3   7.9
67315  22.9  18.6  32.9   0.0
67316  26.3  17.7  33.4   0.0
67317  19.9  20.0  31.3   0.0
67318  23.2  17.7  32.3   0.0
67319  28.0  16.6  33.0   0.0
67320  28.9  14.5  32.8   0.0
67321  27.2  14.8  32.2   0.0
67322  23.9  18.6  33.4   0.0
67323  23.6  18.3  33.6   0.0
67324  23.5  18.1  32.2   0.0
67325  22.8  18.4  31.3   1.3
67326  23.1  19.8  32.4   0.0
67327  22.4  18.0  33.3   0.0
67328  24.1  17.4  32.4   0.0
67329  26.9  17.5  33.4   0.0
67330  29.4  16.4  34.5   0.0
67331  26.7  16.2  33.3   0.0
67332  18.3  18.7  31.9   0.0
67333  22.9  18.9  32.4   0.0
67334  18.0  19.6  32.5  41.2
67335  19.2  18.7  29.9   0.0
67336  23.4  19.6  32.1   2.7
67337  21.6  20.3  30.1   3.1
67338  17.4  20.4  30.4   7.0
67339  17.6  20.5  32.0   3.8
67340  18.3  20.3  28.6   9.0
67341  21.1  19.4  29.2   2.8
67342  21.7  19.5  29.9   0.7
67343  25.2  20.1  31.0   0.0
67344  25.6  20.2  31.4   0.0
67345  25.7  20.5  31.3   3.1
67346  20.0  20.3  28.7   2.4
67347  16.6  19.7  30.0  30.2
67348  15.4  20.3  28.4   8.3
67349  17.8  20.4  26.9   6.8
67350  16.3  20.3  28.4   6.3
67351  18.4  20.0  28.3  24.5
67352  16.3  19.5  29.6  18.1
67353  17.9  20.0  28.2   4.3
67354  20.3  20.0  28.3  10.7
67355  19.8  19.7  28.8   0.2
67356  20.1  19.8  30.8   6.2
67357  24.0  18.9  29.4   3.0
67358  23.6  19.4  29.7   0.0
67359  23.5  20.6  33.7  10.6
67360  24.4  20.1  29.7  15.5
67361  22.9  20.3  30.0  12.6
67362  18.2  20.8  28.1  11.5
67363  20.1  19.9  28.9   4.5
67364  20.4  20.7  27.8   8.7
67365  17.7  20.3  28.5   2.9
68001  20.6  19.5  27.5   6.7
68002  21.2  19.7  27.6   7.9
68003  16.4  20.0  27.0   7.2
68004  21.7  19.5  28.3   4.6
68005  22.6  18.6  28.3  11.9
68006  19.3  19.5  27.4   5.5
68007  19.7  19.3  27.6   5.9
68008  20.9  19.9  28.4   6.7
68009  14.6  19.5  25.9  14.2
68010  20.8  18.3  28.0   1.2
68011  22.6  18.7  30.0   0.3
68012  22.3  19.6  29.4   9.2
68013  19.9  20.0  28.5  14.8
68014  19.1  19.5  30.7   6.1
68015   8.2  20.6  25.3  14.4
68016  11.4  19.8  25.5   8.5
68017  18.3  19.7  28.8  16.8
68018  14.6  20.0  26.4  12.3
68019  14.8  19.4  26.0  14.9
68020  14.2  19.0  25.5  17.5
68021  19.5  18.9  27.2  23.6
68022  14.0  19.4  25.3  12.7
68023  18.0  19.7  29.9  10.0
68024  18.0  19.8  27.3   6.7
68025  17.9  19.4  27.1   4.1
68026  24.4  17.9  28.0   0.0
68027  21.9  18.4  28.0   0.3
68028  24.0  18.6  28.4   7.6
68029  21.6  19.1  29.1   4.0
68030  22.4  19.0  29.2   0.2
68031  21.7  19.2  28.3   2.1
68032  17.9  20.1  30.7   6.0
68033  21.8  19.4  29.1   3.4
68034  22.9  19.9  30.0   1.4
68035  19.5  20.8  29.4   9.0
68036  20.3  20.4  28.9  20.9
68037  16.2  20.9  30.2  17.8
68038  12.9  20.4  30.3  11.2
68039  21.3  20.6  30.5   0.0
68040  22.5  20.0  30.1   0.7
68041  19.7  20.5  29.2  10.1
68042  20.1  20.1  29.6   0.2
68043  20.5  20.4  30.8   0.2
68044  23.6  20.5  32.5   0.6
68045  20.6  20.3  31.9   0.7
68046  19.8  20.1  29.8  24.2
68047  18.5  20.3  29.0   6.6
68048  15.8  20.2  28.2   2.6
68049  19.6  20.7  28.4   7.8
68050  18.6  20.1  28.8   6.6
68051  17.5  20.2  29.9   1.3
68052  13.9  20.2  28.2  11.3
68053  14.0  20.1  28.0  20.1
68054  16.8  20.2  28.6   0.7
68055  17.8  20.4  29.9   0.3
68056  20.3  21.2  31.0   0.6
68057  21.5  20.0  31.4  15.8
68058  17.6  20.7  29.9  10.7
68059  17.5  21.0  30.0   8.9
68060  17.6  20.6  30.0   3.9
68061  18.3  19.7  31.1   0.2
68062  15.1  19.8  31.2  10.8
68063  17.3  20.7  29.6  11.3
68064  15.0  20.1  28.6   7.6
68065  18.3  19.6  29.9  10.3
68066  11.1  20.2  26.8  22.9
68067  16.4  20.1  27.9   0.9
68068  16.0  19.7  28.9   1.0
68069  17.5  19.3  29.3   0.0
68070  13.7  20.3  34.8   0.7
68071  17.2  19.9  29.6  19.0
68072  13.6  20.4  27.2  35.9
68073  13.8  20.2  27.3  32.4
68074  18.0  19.7  31.1   1.6
68075  19.2  20.1  30.5  16.1
68076  18.0  19.6  34.0  17.9
68077  16.9  19.8  31.9  17.7
68078  12.1  19.0  35.0   6.2
68079  16.0  19.1  28.4   7.4
68080  17.0  20.0  29.6  30.5
68081  10.4  20.4  27.7  13.9
68082  16.4  19.7  29.2  27.1
68083  15.4  20.5  28.8   7.8
68084  18.6  19.1  30.3   0.0
68085  18.3  18.6  30.2   0.7
68086  18.2  19.4  29.3   6.0
68087  23.3  18.2  29.8   0.6
68088  22.3  17.5  30.2   0.0
68089  23.0  16.8  30.2   0.3
68090  21.8  19.7  30.3   0.7
68091  18.5  19.4  33.4   0.0
68092  20.4  19.9  29.0   5.1
68093  19.6  18.5  29.2   0.0
68094  15.4  20.4  28.7   0.0
68095  15.7  20.0  29.3   2.4
68096  16.5  20.2  28.7   4.1
68097  19.9  18.6  28.3   0.0
68098  18.4  19.2  29.1   3.4
68099  21.6  19.3  28.6   1.1
68100  18.8  18.7  28.3   4.9
68101  20.0  18.8  28.7   1.5
68102  16.0  17.4  28.6   0.0
68103  14.3  18.7  28.3   0.0
68104  18.6  18.4  28.7   0.0
68105  23.0  17.5  30.4   0.0
68106  19.1  15.7  28.7   0.0
68107  22.0  13.8  29.5   0.0
68108   7.9  17.5  28.3   0.0
68109  19.9  16.1  30.4   0.0
68110  20.1  18.6  29.3   2.4
68111  16.7  19.0  29.2   2.7
68112  13.8  19.0  29.2   0.0
68113  17.8  17.4  28.9   0.0
68114  18.8  18.6  29.9   0.0
68115  18.1  18.1  29.8   5.0
68116  18.1  18.2  29.7   0.0
68117  15.1  19.0  26.7  13.2
68118  14.8  18.3  27.8   0.0
68119  15.1  19.0  26.8   0.0
68120  15.2  19.2  28.0   0.0
68121  16.6  17.9  27.6   6.3
68122  17.9  18.4  28.9   0.0
68123  19.2  17.9  29.6   0.0
68124  18.3  17.2  29.6   0.0
68125  18.2  16.9  29.3   0.0
68126  17.2  17.7  29.1   5.9
68127  17.5  18.8  29.2   1.6
68128  15.1  19.7  27.7   2.5
68129  17.6  18.8  29.5   0.0
68130  18.7  17.2  29.4   0.0
68131  13.8  18.6  26.6   6.9
68132  14.1  17.8  26.7   0.0
68133  16.8  16.2  27.4   0.0
68134  21.7  15.8  29.3   0.0
68135  22.2  15.7  30.1   0.0
68136  23.5  14.8  29.8   0.0
68137  22.9  14.4  29.6   0.0
68138  22.9  14.1  29.5   0.0
68139  23.3  12.7  29.5   0.0
68140  24.5  13.1  29.6   0.0
68141  23.0  13.0  29.3   0.0
68142  21.4  13.5  28.9   0.0
68143  22.2  12.6  29.3   0.0
68144  19.1  13.7  28.7   0.0
68145  20.2  13.3  29.9   0.0
68146  14.6  14.9  28.1   0.0
68147  13.6  17.1  26.7   0.0
68148  12.1  16.7  25.2   0.0
68149  12.4  15.5  27.1   0.0
68150  11.1  15.5  26.8   0.0
68151  16.5  16.6  28.4   0.0
68152  15.6  15.6  27.6   0.0
68153  15.9  15.0  27.5   1.0
68154  14.4  14.8  26.7   0.0
68155  11.6  15.1  26.3   0.0
68156  15.7  15.1  27.6   0.0
68157  16.2  12.9  27.3   0.0
68158  18.8  12.9  28.6   0.0
68159  19.4  12.2  29.4   0.0
68160  18.8  13.2  30.1   0.0
68161  18.5  14.5  31.3   0.0
68162  21.6  13.3  30.1   0.0
68163  19.7  12.1  28.5   0.0
68164  21.3  10.8  28.4   0.0
68165  18.2  14.2  28.1   0.0
68166  17.2  13.9  27.6   0.0
68167  18.7  14.4  28.2   0.0
68168  20.0  12.9  28.5   0.0
68169  21.9  11.0  30.5   0.0
68170  18.5  12.2  29.8   0.0
68171  18.8  12.6  30.3   0.0
68172  20.7  11.9  30.1   0.0
68173  19.7  13.0  27.8   0.0
68174  18.6  10.9  26.8   0.0
68175  21.5  12.0  27.7   0.0
68176  19.6  11.5  27.0   0.0
68177  19.7   9.7  27.8   0.0
68178  18.2  11.7  27.2   0.0
68179  18.0  15.3  27.2   0.0
68180  19.1  12.4  26.9   0.0
68181  20.9  11.3  27.3   0.0
68182  21.3  12.2  27.6   0.0
68183  18.9  12.3  26.4   0.0
68184  17.8  11.3  26.4   0.0
68185  16.1  10.7  25.8   0.0
68186  14.1  10.4  25.4   0.0
68187  19.6  10.4  26.8   0.0
68188  20.9   7.4  28.2   0.0
68189  19.2   9.8  27.3   0.0
68190  21.6   8.0  26.2   0.0
68191  22.8   8.6  26.0   0.0
68192  14.9  10.6  25.4   0.0
68193  17.1  12.5  26.6   0.2
68194  19.1  10.7  27.5   0.0
68195  21.8   7.8  27.6   0.0
68196  22.6   9.2  28.1   0.0
68197  22.6   7.8  28.6   0.0
68198  22.2   6.9  28.7   0.0
68199  15.9  11.7  28.3   0.0
68200  16.1  12.4  27.8   0.4
68201  15.2  10.5  25.1   0.0
68202  18.2   9.4  26.0   0.0
68203  18.2   9.2  26.4   0.0
68204  13.8   9.8  25.1   0.0
68205  21.4   7.9  27.5   0.0
68206  21.5   8.3  28.4   0.0
68207  19.7   8.6  28.5   0.0
68208  21.7   9.3  30.5   0.0
68209  21.1   8.0  31.3   0.0
68210  21.2   8.0  30.4   0.0
68211  21.3   8.1  30.0   0.0
68212  20.3  11.1  30.2   0.0
68213  20.4   9.1  29.4   0.0
68214  18.5  11.8  28.0   0.0
68215  22.1  10.0  29.0   0.0
68216  20.9  10.5  29.2   0.2
68217  19.7  10.7  30.0   0.0
68218  18.0  12.7  31.7   0.0
68219  16.7  13.2  31.8   0.0
68220  20.0  14.1  32.6   0.0
68221  17.4  11.8  29.5   0.1
68222  15.9  13.3  28.5   0.0
68223  18.2  11.9  28.6   0.0
68224  19.4  12.1  28.7   0.0
68225  22.4  10.7  29.9   0.0
68226  22.0   9.7  30.5   0.0
68227  19.6  11.0  29.3   0.2
68228  19.4  11.5  28.7   0.0
68229  19.3  11.0  28.6   0.0
68230  20.4  11.0  28.9   0.2
68231  19.9  10.2  28.5   0.0
68232  19.0  11.7  27.2   0.0
68233  19.0  11.1  27.0   0.0
68234  20.3   9.6  28.5   0.2
68235  19.8  11.0  29.3   0.0
68236  11.9  15.6  25.8   0.0
68237  15.5  15.2  28.0   0.6
68238  19.7  13.6  30.8   0.0
68239  22.2  11.8  31.8   0.0
68240  23.4   8.9  31.0   0.0
68241  21.4  10.1  29.5   0.0
68242  20.6  12.3  29.8   0.0
68243  21.2  12.7  31.0   0.0
68244  20.1  13.5  32.7   0.2
68245  21.2  12.6  31.8   0.0
68246  20.3  13.7  28.8   0.0
68247  16.5  14.6  28.1   0.0
68248  22.7  12.8  30.9   0.0
68249  23.0  12.6  31.4   0.0
68250  22.3  13.6  30.3   0.0
68251  20.8  12.6  30.9   0.0
68252  17.2  15.2  29.5   0.0
68253  22.4  13.8  30.6   0.0
68254  24.4  12.9  30.6   0.0
68255  23.2  11.3  30.4   0.0
68256  20.4  15.6  29.8   0.0
68257  20.8  15.1  30.9   0.0
68258  21.5  13.8  31.8   0.0
68259  21.9  15.5  32.3   0.0
68260  24.8  13.9  31.9   0.0
68261  24.3  12.1  31.5   0.0
68262  21.7  12.6  30.0   0.0
68263  25.2  11.9  31.3   0.0
68264  25.0  13.0  31.6   0.0
68265  23.6  13.4  32.4   0.0
68266  22.6  15.8  32.8   0.0
68267  21.4  16.3  33.8   0.0
68268  22.6  16.4  34.1   0.3
68269  20.0  16.6  30.3   0.0
68270  16.1  14.3  28.7   0.0
68271  15.2  16.2  25.2   2.8
68272  18.1  15.3  28.2   0.4
68273  20.6  14.3  29.8   0.1
68274  19.5  14.9  29.8   0.0
68275  17.8  16.5  29.4   0.2
68276  19.4  18.1  28.7   0.1
68277  22.5  14.9  29.0   0.0
68278  23.2  14.0  29.0   0.0
68279  19.7  14.7  28.1   5.6
68280  22.7  15.3  29.9   0.0
68281  23.6  14.6  29.5   0.0
68282  20.6  15.4  28.4   0.0
68283  22.4  14.7  29.6   0.0
68284  25.2  14.0  30.1   0.0
68285  25.0  14.3  30.4   0.0
68286  22.1  15.7  30.7   0.0
68287  23.2  15.9  32.0   0.0
68288  23.4  16.9  32.2   0.0
68289  23.4  16.3  33.5   0.0
68290  23.3  17.8  32.2   0.0
68291  20.1  17.2  30.9   0.0
68292  27.7  15.6  34.1   0.0
68293  26.7  15.1  34.5   0.0
68294  27.3  16.3  34.4   0.0
68295  29.4  15.4  35.4   0.0
68296  28.8  14.7  34.5   0.7
68297  27.6  15.3  34.5   0.0
68298  27.5  15.9  34.1   0.0
68299  24.9  16.7  33.4   0.0
68300  27.1  16.9  33.0   0.0
68301  24.8  16.6  33.2   0.0
68302  23.0  16.6  32.9   0.0
68303  22.3  18.5  31.8   0.0
68304  22.6  17.4  31.2   0.0
68305  29.3  16.3  33.1   0.0
68306  29.9  12.8  34.9   0.0
68307  29.6  13.2  34.7   0.0
68308  28.7  14.2  35.3   0.0
68309  23.4  15.8  33.7   0.0
68310  22.9  18.2  33.0   0.0
68311  27.9  17.1  34.0   0.0
68312  26.5  18.0  33.2   0.0
68313  19.8  19.7  31.7   0.0
68314  26.9  17.1  33.0   0.0
68315  29.6  14.9  34.3   0.0
68316  27.6  14.1  34.8   0.0
68317  25.7  16.9  33.9   0.0
68318  25.0  17.2  33.0   0.0
68319  24.2  16.6  32.0   0.0
68320  24.3  17.4  32.1   0.0
68321  18.2  19.4  31.5   2.3
68322  20.2  19.3  31.0   0.3
68323  22.2  18.9  32.4   0.0
68324  22.4  16.7  31.9   0.0
68325  27.2  15.2  32.6   0.0
68326  24.6  16.6  32.0   0.0
68327  27.2  17.0  32.9   0.0
68328  22.8  16.8  32.5   0.0
68329  17.8  18.1  31.1   0.0
68330  18.2  19.0  30.6   0.9
68331  16.4  19.7  29.6   8.1
68332  24.1  18.3  30.1   0.0
68333  24.3  18.3  31.0   0.0
68334  25.6  18.6  32.3   0.0
68335  29.0  16.9  33.5   0.0
68336  26.4  17.5  33.7   0.0
68337  24.1  18.2  32.6   0.0
68338  22.0  18.7  31.3   2.5
68339  22.0  19.3  32.3   1.5
68340  28.1  18.8  33.1   0.0
68341  24.6  17.8  32.0   0.0
68342  25.2  18.6  31.7   0.0
68343  24.7  18.0  33.4   0.1
68344  24.3  17.8  32.5   0.0
68345  24.3  17.1  33.8   0.0
68346  26.0  19.2  34.1   0.0
68347  24.5  18.4  34.3   0.0
68348  23.3  19.6  33.1   0.2
68349  19.1  19.9  31.6   3.2
68350  23.5  18.0  33.1   0.3
68351  22.7  20.2  32.2   0.0
68352  17.9  21.0  30.5   7.6
68353  23.9  20.5  31.1  22.5
68354  19.7  19.8  28.6   1.2
68355  20.9  19.8  29.0   7.2
68356  23.0  20.7  32.0   0.0
68357  22.9  20.2  32.3   0.0
68358  18.9  20.5  29.1   5.0
68359  21.9  19.7  30.3  42.8
68360  19.2  19.1  28.7   7.0
68361  12.7  20.6  27.0  18.6
68362  13.9  20.6  28.3   0.5
68363  21.4  19.7  29.8   1.4
68364  23.8  19.7  30.7  12.4
68365  21.3  19.9  30.1   0.0
68366  18.9  20.1  29.8   5.0
69001  19.7  20.1  29.1   6.5
69002  20.9  20.3  30.9   0.0
69003  20.4  19.6  30.5   3.2
69004  18.0  21.1  28.4  19.7
69005  10.7  20.2  25.4  26.8
69006  18.4  19.0  28.6   0.2
69007  16.2  19.8  29.0  15.1
69008  15.8  19.2  28.9  16.0
69009  22.9  19.6  31.0   0.2
69010  19.4  19.9  30.5   6.0
69011  13.1  19.9  29.3   6.9
69012  12.9  20.3  26.4  13.2
69013  16.4  20.0  28.8   4.5
69014  17.0  20.1  28.4   5.0
69015  14.5  20.7  31.3   6.8
69016  11.7  20.0  26.4  16.7
69017  13.1  20.6  27.8   2.4
69018  13.5  20.2  28.7   0.0
69019  20.5  19.9  31.0   0.3
69020  20.0  19.8  30.8   5.4
69021  19.8  20.2  30.1   5.0
69022  17.2  20.0  30.8   3.6
69023  20.6  19.5  29.6   0.2
69024  22.6  20.2  29.9   7.9
69025  21.3  20.4  30.2   9.6
69026  13.7  20.4  28.0  16.2
69027  16.1  20.2  29.2   4.8
69028  16.7  20.5  27.9   8.4
69029  16.2  20.3  28.9   8.6
69030  11.7  21.0  26.7  15.7
69031  14.2  19.9  27.3  10.0
69032  16.8  20.0  27.6  11.7
69033  14.2  20.1  27.6  28.5
69034  17.3  21.0  32.6   1.0
69035  14.0  20.3  27.3  10.6
69036  15.7  19.9  27.3   7.6
69037  17.2  20.6  29.2   1.2
69038  18.8  20.3  30.5   0.6
69039  17.1  20.7  30.0   0.5
69040  17.8  20.5  32.6   0.7
69041  17.9  20.5  31.0   0.6
69042  22.5  19.5  31.5   0.6
69043  19.9  19.8  31.0   0.7
69044  18.4  20.6  30.6   4.8
69045  17.5  20.8  29.5   9.0
69046  17.7  20.5  29.3  11.4
69047  18.4  20.2  30.2  14.5
69048   4.2  19.4  24.8  52.1
69049  18.0  18.6  27.8  10.3
69050  20.4  19.7  27.8   9.6
69051  16.1  19.6  26.4  15.4
69052  13.8  20.0  26.2  12.4
69053  15.0  19.8  26.9  10.2
69054  17.6  19.4  27.9  13.3
69055  14.3  20.3  27.2  13.8
69056  13.6  20.4  27.1  15.4
69057  14.2  20.4  27.7  51.7
69058  11.8  18.9  25.3  15.7
69059  17.3  19.1  29.1   9.0
69060   6.4  19.6  24.3  31.0
69061  14.9  19.8  28.7  20.7
69062  16.1  19.3  28.6   6.7
69063  15.7  19.8  28.1   8.5
69064  19.0  19.2  34.6   4.6
69065  17.4  19.8  27.5  23.9
69066  12.5  19.9  26.8  30.7
69067  18.6  19.2  27.8  11.1
69068  16.2  19.6  27.1  19.8
69069  14.3  20.0  26.6  15.4
69070  17.0  18.9  25.5  11.9
69071  19.7  18.9  28.3  11.2
69072  20.2  18.4  28.9   8.9
69073  20.6  18.6  28.8   0.8
69074  21.1  18.5  28.5   5.4
69075  20.1  20.1  29.1   3.9
69076  18.9  19.6  29.6   0.8
69077  18.3  19.1  30.8   8.7
69078  16.6  19.7  28.3  17.3
69079  16.4  20.5  27.7  14.5
69080  15.9  20.6  28.0  42.3
69081  16.8  20.0  28.7   6.6
69082  20.8  19.2  28.8   5.2
69083  19.9  19.3  27.7  13.9
69084  21.7  18.3  27.7   6.7
69085  21.9  18.9  28.8   0.7
69086  19.4  18.5  26.7  12.5
69087  20.1  18.9  27.0  13.5
69088  19.3  19.2  26.9  10.4
69089  18.6  19.5  27.0  12.3
69090  17.6  19.4  26.8  24.3
69091  11.7  20.0  26.8   9.2
69092  19.7  19.6  27.5  10.4
69093  20.1  19.1  28.2   1.0
69094  21.3  18.5  28.2  13.7
69095  11.4  19.8  26.5  20.7
69096  15.0  19.0  26.7   8.7
69097  16.8  18.8  27.5   3.9
69098  17.9  18.9  28.5   3.2
69099  14.8  19.9  29.4   1.4
69100  18.0  19.4  28.5   4.8
69101  18.6  18.6  29.2   0.0
69102  18.9  19.3  28.7   0.0
69103  20.6  18.7  29.5   0.0
69104  20.4  18.6  29.2   0.0
69105  17.4  18.9  27.5   6.0
69106  21.0  18.6  29.8   0.0
69107  21.6  16.7  30.4   0.0
69108  19.6  18.7  29.7   0.0
69109  18.1  19.5  29.2   5.9
69110  17.9  19.5  28.5   4.2
69111  17.1  19.3  28.3   5.9
69112  18.2  19.0  27.6   3.1
69113  16.6  18.7  27.8   7.5
69114  16.1  19.1  27.9   0.0
69115  18.3  17.9  29.2   0.0
69116  21.0  16.1  29.4   0.0
69117  20.1  15.0  28.8  15.3
69118  17.4  17.5  27.6   5.0
69119  18.3  18.0  27.9   4.4
69120  15.8  17.9  27.7   4.9
69121  17.8  19.2  28.2   9.6
69122  17.2  18.5  28.0   0.0
69123  22.1  15.9  29.6   0.0
69124  20.0  15.8  29.4   0.0
69125  16.4  16.7  28.8   0.0
69126  17.1  18.2  28.9   0.0
69127  19.7  17.6  29.0   0.0
69128  19.7  16.1  29.5   0.0
69129  18.9  16.9  28.9   0.0
69130  18.3  17.9  28.7   0.0
69131  21.6  16.4  29.1   0.0
69132  20.7  15.4  29.8   0.0
69133  20.1  15.2  30.0   0.0
69134  15.8  17.1  29.3   0.0
69135  15.9  17.2  28.3   0.0
69136  14.4  18.8  28.4   6.0
69137  14.3  18.1  28.6   0.0
69138  14.4  17.7  28.0   0.0
69139  14.0  17.3  27.8   0.0
69140  15.5  16.3  28.9   0.0
69141  17.6  16.9  28.8   0.0
69142  15.9  18.3  27.9   0.0
69143  15.9  16.7  27.6   0.0
69144  13.4  16.0  27.2   0.0
69145  16.9  14.5  27.3   0.0
69146  15.9  15.2  27.9   0.0
69147  20.7  13.7  28.8   0.0
69148  16.0  14.0  27.8   0.0
69149  19.5  14.1  27.9   0.0
69150  17.3  13.8  27.3   0.0
69151  15.5  15.2  27.4   0.0
69152  17.3  13.8  27.9   0.0
69153  17.8  11.9  27.4   0.0
69154  15.0  12.8  27.6   0.0
69155  12.8  16.2  26.2   0.0
69156  16.5  14.0  27.4   0.0
69157  15.5  13.6  26.3   0.0
69158  16.7  14.6  28.0   0.0
69159  14.4  15.6  27.0   0.0
69160  17.2  14.6  26.8   0.0
69161  16.2  15.8  26.9   0.0
69162  15.4  13.1  27.1   0.0
69163  18.1  11.8  27.2   0.0
69164  20.2  10.9  27.9   0.0
69165  19.9  11.6  29.5   0.0
69166  20.7  11.5  28.8   0.0
69167  21.4  11.0  29.8   0.0
69168  19.3  10.8  28.8   0.0
69169  19.9  11.0  28.2   0.0
69170  19.3  11.3  28.3   0.0
69171  20.4  12.1  28.0   0.0
69172  21.2  10.7  28.7   0.0
69173  20.1  11.3  29.3   0.0
69174  16.9  12.4  28.4   0.0
69175  17.9  12.2  27.0   0.0
69176  19.6  11.4  27.6   0.0
69177  18.7  10.2  27.1   0.0
69178  20.3  11.4  27.7   0.0
69179  15.8   9.5  26.3   0.0
69180  20.5   8.9  27.4   0.0
