*WEATHER DATA: GGCMI

@ INSI      LAT     LONG  ELEV   TAV   AMP REFHT WNDHT
 GGCMI    -9.25    34.75   -99  22.2  13.8
@DATE  SRAD  TMIN  TMAX  RAIN
42067  15.6  18.6  29.6  10.0
42068  17.7  17.9  26.0  12.1
42069  17.1  18.8  27.1  35.0
42070  15.3  18.2  30.1   7.9
42071  18.3  18.7  26.9  15.6
42072  18.7  18.2  27.9  16.6
42073  18.7  18.0  27.6  10.2
42074  16.6  18.4  26.8  21.5
42075  12.6  18.7  25.4  15.2
42076  14.8  18.5  26.2  16.1
42077  16.7  18.6  27.8   8.2
42078  19.3  18.0  28.0   5.8
42079  18.6  17.0  28.1   6.1
42080  21.4  16.7  28.5   0.6
42081  19.2  16.8  29.6   0.7
42082  15.7  18.2  27.2  15.4
42083  20.3  17.0  27.9   0.7
42084  17.8  18.4  27.4   8.8
42085  19.9  17.3  28.1   5.5
42086  21.2  16.5  28.9   0.0
42087  21.6  16.1  28.8   0.7
42088  22.2  15.2  27.9   0.7
42089  17.4  17.2  29.7   5.1
42090  18.5  17.5  26.6   9.8
42091  21.6  17.7  28.0   2.8
42092  16.2  19.4  26.0   9.0
42093  20.4  18.1  26.2   6.1
42094  17.7  17.7  25.9   0.0
42095  17.8  17.0  26.2   7.6
42096  17.3  18.7  25.7   0.0
42097  15.4  17.5  25.7   0.0
42098  18.2  17.8  25.8   0.0
42099  20.2  16.9  27.0   0.0
42100  19.2  17.0  26.9  10.2
42101  18.0  17.2  27.1   3.4
42102  20.4  17.1  27.6   2.5
42103  19.9  17.8  27.8   0.0
42104  20.1  16.7  27.9   0.0
42105  18.0  17.0  27.2   0.0
42106  19.6  17.1  26.9   0.0
42107  17.7  17.4  26.8   0.0
42108  17.1  16.4  26.3   5.0
42109  14.8  16.5  25.7   2.6
42110  17.2  16.2  26.2   3.5
42111  19.1  15.9  26.4   0.0
42112  17.6  14.4  26.0   0.0
42113  18.1  12.6  25.8   0.0
42114  13.4  17.7  25.3   2.7
42115  17.2  17.3  26.0   7.5
42116  15.8  16.5  24.6  10.6
42117  10.9  17.7  24.3   9.1
42118  14.1  17.0  25.7   9.8
42119  15.9  17.0  24.3  21.1
42120  12.5  17.4  23.4  11.8
42121  18.0  16.6  24.3   1.7
42122  17.0  15.5  25.9   0.0
42123  13.9  16.6  25.0   0.0
42124  18.0  16.8  26.0   0.0
42125  15.6  16.8  26.1   0.0
42126  16.2  17.1  25.6   4.4
42127  17.6  16.9  25.9   0.0
42128  17.2  16.6  26.3   0.0
42129  19.2  16.5  26.1   5.9
42130  16.2  17.2  25.4  12.2
42131  17.5  16.3  26.0   0.0
42132  19.9  15.6  25.5   0.0
42133  18.0  14.1  25.0   0.0
42134  19.9  12.7  24.9   0.0
42135  19.4  12.7  25.1   0.0
42136  19.0  15.4  26.2   0.0
42137  17.0  14.7  25.7   0.0
42138  18.7  13.4  25.1   0.0
42139  20.1  11.3  25.4   0.0
42140  16.7  13.1  25.5   0.0
42141  17.6  14.9  24.9   0.0
42142  13.1  14.9  23.7   0.0
42143  13.5  16.1  24.4   0.0
42144  13.4  16.1  24.3  11.1
42145  16.1  15.1  23.8   5.6
42146  14.2  14.8  22.4   0.0
42147  11.8  14.7  21.6   0.0
42148  10.9  15.1  22.4   0.0
42149  11.0  16.1  23.5   0.0
42150  15.0  15.0  24.2   4.3
42151  14.5  12.6  23.8   0.0
42152  14.6  12.5  24.2   0.0
42153  15.6  12.1  23.9   0.0
42154  17.3  12.4  25.3   0.0
42155  18.3  11.1  25.7   0.0
42156  21.5  11.2  27.4   0.0
42157  22.0   9.4  27.7   0.0
42158  21.5   9.4  25.1   0.0
42159  19.8   8.9  23.1   0.0
42160  19.7  10.4  24.5   0.0
42161  17.5  10.1  24.3   0.0
42162  14.8  12.9  23.2   0.0
42163  18.8  12.4  24.1   0.0
42164  14.9  12.3  23.5   0.0
42165  15.5  11.2  23.6   0.0
42166  16.6  11.3  23.9   0.0
42167  17.9   9.9  23.9   0.0
42168  19.1   8.9  24.2   0.0
42169  16.8  11.8  25.0   0.0
42170  16.2  10.3  25.2   0.0
42171  21.3   9.8  28.1   0.0
42172  18.0  12.3  26.9   0.0
42173   9.4  11.7  20.5   0.0
42174  15.7   9.0  21.3   0.0
42175  18.6   6.9  21.7   0.0
42176  11.8   8.3  20.3   0.0
42177  12.9   7.5  21.1   0.0
42178  16.4   7.8  21.7   0.0
42179  14.7  11.1  22.7   0.0
42180  17.7   9.1  24.0   0.0
42181  17.8   9.8  23.5   0.1
42182  19.2   9.2  22.8   0.0
42183  20.5   8.6  22.5   0.0
42184  21.2   8.2  22.2   0.0
42185  18.2   8.4  22.0   0.0
42186  17.6  10.0  23.2   0.0
42187  21.5   7.7  24.7   0.0
42188  21.2   8.0  24.8   0.0
42189  21.5   6.5  24.7   0.0
42190  22.1   7.7  23.6   0.0
42191  22.4   5.6  24.8   0.0
42192  20.1   7.8  23.0   0.0
42193  18.7  10.3  22.4   0.2
42194  14.3  12.1  21.8   0.0
42195  14.3  12.3  22.2   0.0
42196  17.8  11.0  23.0   0.0
42197  12.9  11.6  21.9   0.0
42198  14.7   9.8  22.5   0.0
42199  22.2   7.6  24.0   0.0
42200  19.5   9.3  23.1   0.0
42201  21.0   9.9  23.4   0.0
42202  21.6  11.0  23.3   0.0
42203  15.7   9.2  23.0   0.0
42204  14.5   9.3  21.8   0.0
42205  19.0   6.9  23.4   0.0
42206  17.2  11.1  23.7   0.0
42207  20.7   9.0  23.8   0.0
42208  14.9   9.7  22.9   0.0
42209  20.7  11.2  25.0   0.0
42210  21.4   7.5  25.4   0.0
42211  21.2   7.1  25.1   0.0
42212  21.5   6.1  24.8   0.0
42213  18.6   7.9  22.8   0.0
42214  16.9  10.1  22.7   0.0
42215  14.1  10.1  21.8   0.0
42216  15.5  10.2  22.6   0.0
42217  13.0  12.3  22.2   0.0
42218  12.3  11.6  22.0   0.0
42219  17.2   9.9  24.4   0.0
42220  17.0  11.1  24.5   0.0
42221  17.5  10.2  26.5   0.5
42222  21.9   9.9  24.6   0.0
42223  13.4  13.1  22.2   0.0
42224   9.6  11.0  19.5   0.0
42225  20.3   8.7  24.0   0.0
42226  20.0   9.2  24.8   0.0
42227  19.2   9.4  24.4   0.1
42228  19.4  13.2  25.4   0.0
42229  19.7  11.7  25.5   0.0
42230  21.4  10.5  25.8   0.0
42231  24.6   9.4  26.6   0.0
42232  25.2   8.8  26.9   0.0
42233  25.6   8.0  26.1   0.0
42234  18.4  11.0  24.6   0.0
42235  16.0  10.5  22.9   0.2
42236  12.3  10.3  20.9   0.0
42237  13.3  10.2  22.2   0.0
42238  22.8   8.1  25.5   0.0
42239  23.1   8.4  26.2   0.0
42240  23.4   7.6  26.6   0.1
42241  18.8   7.8  27.5   0.0
42242  21.5   8.5  28.9   0.0
42243  24.0   7.8  30.4   0.0
42244  24.8   8.9  32.3   0.0
42245  19.7   9.0  32.4   0.0
42246  17.0  12.9  29.2   0.0
42247  14.8  13.6  25.9   0.0
42248  16.4  13.2  24.7   0.5
42249  20.1  12.8  26.2   0.0
42250  18.3  11.1  25.6   0.0
42251  18.6  13.4  25.5   0.0
42252  17.2  12.4  25.0   0.5
42253  26.1  10.0  27.1   0.0
42254  25.6   9.4  27.5   0.0
42255  24.2  10.7  27.9   0.0
42256  21.7  11.0  27.4   0.0
42257  20.4  11.5  27.2   0.0
42258  24.0  10.4  26.9   0.0
42259  19.0  11.2  26.1   0.0
42260  22.2  11.1  26.5   0.1
42261  20.5  11.3  26.7   0.0
42262  26.4   9.1  27.7   0.0
42263  26.6   9.2  28.2   0.0
42264  27.1   7.2  28.4   0.0
42265  27.3   8.2  30.2   0.0
42266  25.7   7.7  31.4   0.0
42267  24.7   9.4  29.3   0.0
42268  17.4  12.6  26.2   0.0
42269  25.0  11.1  27.6   0.0
42270  21.6  10.9  26.8   0.0
42271  16.0  14.1  26.8   0.2
42272  18.0  14.2  27.3   0.0
42273  17.5  14.8  26.5   0.4
42274  20.8  14.8  27.1   6.3
42275  23.7  13.5  29.5   0.0
42276  25.0  13.5  29.8   0.0
42277  23.3  14.1  29.5   0.0
42278  23.5  15.1  29.4   0.0
42279  21.8  14.9  27.6   0.0
42280  24.7  13.3  27.5   0.0
42281  25.4  12.8  28.9   0.0
42282  23.2  14.1  28.7   0.0
42283  24.4  13.6  32.0   0.0
42284  22.5  17.0  30.4   0.4
42285  15.2  18.9  28.3   0.0
42286  17.1  17.3  27.5   0.0
42287  19.5  14.9  28.0   0.0
42288  20.0  14.6  27.2   0.0
42289  24.4  13.3  28.8   0.0
42290  21.3  13.8  28.4   0.0
42291  22.5  15.7  28.2   0.0
42292  21.5  14.2  27.3   0.0
42293  17.6  14.7  27.6   0.0
42294  20.7  15.0  26.7   0.0
42295  20.3  15.4  28.3   6.1
42296  23.5  13.8  28.0   0.0
42297  26.4  13.6  29.6   0.0
42298  25.0  13.5  30.5   0.0
42299  23.2  15.5  31.8   0.0
42300  20.2  16.3  31.1  12.3
42301  15.4  17.9  27.7   0.0
42302  20.7  17.7  30.5   0.9
42303  16.6  18.5  29.5   1.9
42304  19.7  19.2  29.3   9.1
42305  22.1  18.2  28.7   0.1
42306  22.6  18.5  28.7   0.0
42307  24.6  17.8  28.9   0.0
42308  22.4  18.3  28.5   0.0
42309  22.9  18.6  28.3   2.1
42310  24.0  18.1  28.8   0.0
42311  24.7  17.9  29.8   3.0
42312  20.0  18.7  27.6   1.9
42313  17.5  17.7  26.1   0.6
42314  24.2  17.2  28.1   0.0
42315  25.2  17.1  29.0   0.0
42316  27.1  17.3  31.1   0.0
42317  27.2  17.2  31.7   0.0
42318  26.4  17.8  30.8   0.0
42319  27.7  17.1  29.9   0.0
42320  28.7  16.4  30.8   0.0
42321  23.7  16.7  28.4   0.0
42322  23.0  17.2  28.3   0.0
42323  20.9  18.2  29.2   0.0
42324  22.5  17.5  28.8   0.0
42325  27.9  16.4  30.6   0.0
42326  28.2  16.1  30.4   0.0
42327  23.4  16.1  28.6   0.0
42328  25.3  17.0  29.6   0.0
42329  26.6  16.1  29.8   0.0
42330  28.2  15.5  29.8   0.0
42331  29.6  14.6  30.8   0.0
42332  25.2  14.6  31.8   0.0
42333  22.7  16.3  30.6   0.0
42334  23.2  16.7  30.8   0.0
42335  24.5  14.6  30.4   0.0
42336  26.9  13.6  29.8   0.0
42337  27.2  14.1  30.2   0.0
42338  25.2  15.0  31.5   0.0
42339  16.5  17.9  26.9   9.6
42340  23.5  17.1  29.4   0.6
42341  24.3  16.8  30.5   0.0
42342  23.1  16.7  30.8   0.0
42343  16.3  17.5  29.4   0.0
42344  26.1  16.1  31.0   0.5
42345  23.7  16.0  29.9   0.0
42346  24.3  16.3  29.6   0.0
42347  21.5  17.2  30.5   0.0
42348  26.8  17.7  31.5   0.0
42349  24.6  17.5  33.3   0.3
42350  23.1  16.7  31.5   0.0
42351  21.7  17.7  32.0   2.0
42352  17.2  17.8  28.7   4.2
42353  23.8  17.8  30.5   0.0
42354  26.8  16.9  32.2   0.0
42355  27.3  15.8  32.0   2.1
42356  26.9  16.4  32.9   0.0
42357  26.5  17.5  32.5   0.0
42358  25.5  17.6  32.2   0.0
42359  26.9  16.9  33.0   0.0
42360  26.2  15.9  31.2   0.0
42361  25.1  16.4  30.7   0.8
42362  24.3  17.3  30.8   0.0
42363  23.1  17.1  29.7   0.0
42364  25.1  16.5  31.4   0.0
42365  24.2  17.0  33.3   0.0
43001  27.4  16.3  33.1   0.0
43002  23.9  16.7  32.6   0.0
43003  22.8  16.3  31.5   0.6
43004  20.6  17.6  31.0   7.6
43005  17.6  19.4  30.2   6.5
43006  19.3  18.4  28.8  29.7
43007  22.7  17.8  29.4   6.1
43008  14.6  20.3  27.2   9.9
43009  17.5  18.5  28.7   3.2
43010  18.0  19.6  29.4   3.8
43011  17.3  18.9  28.0   0.6
43012  15.8  19.2  29.8   3.6
43013  18.3  19.5  28.7   7.3
43014  13.1  19.6  27.7   7.4
43015  11.1  19.3  25.1  14.1
43016  14.7  18.2  25.6   6.9
43017  15.6  18.9  26.7  10.1
43018  17.7  18.6  30.3  15.7
43019  18.5  18.3  27.3  21.4
43020  14.6  18.9  26.6   8.9
43021  18.9  18.5  28.0   4.9
43022  17.5  18.5  27.4   0.0
43023  18.7  18.3  28.2   0.0
43024  24.6  18.4  28.5   0.5
43025  25.6  17.0  28.6   0.5
43026  25.6  17.1  29.0   0.6
43027  23.9  16.9  28.2   2.1
43028  19.7  17.6  27.5   2.9
43029  20.3  17.6  28.3   4.3
43030  20.6  18.3  29.1  18.1
43031  20.6  18.4  28.1   6.5
43032   9.0  18.5  23.8  35.2
43033  17.8  17.2  26.5   5.5
43034  18.0  17.7  26.5   1.2
43035  18.4  17.5  26.5   3.3
43036  23.0  18.3  27.9  13.6
43037  19.9  18.2  26.9  15.6
43038  16.8  18.5  25.6  11.7
43039  14.3  17.9  24.3  13.6
43040  16.0  17.7  24.3  12.9
43041  19.9  16.7  25.0  14.6
43042  16.2  17.9  26.1  13.8
43043  11.0  17.8  25.2  24.4
43044  18.5  18.0  26.2   3.1
43045  19.2  17.1  25.6   4.8
43046  17.4  17.8  25.6  11.6
43047  14.7  18.1  25.5   8.6
43048  19.3  17.7  26.3   0.0
43049  16.9  17.7  25.8  10.0
43050  19.3  18.3  27.5   8.6
43051  22.6  17.6  28.0   0.8
43052  26.0  16.9  29.2   0.1
43053  27.0  16.4  29.0   0.2
43054  21.5  17.0  27.8   0.0
43055  21.2  17.3  28.0   7.0
43056  20.8  17.9  28.0   0.3
43057  24.8  17.9  30.2   0.2
43058  22.9  18.3  32.3   1.6
43059  21.4  18.7  32.9   0.2
43060  23.3  18.0  32.8   5.3
43061  16.1  19.3  32.1  24.4
43062  24.1  17.8  32.6   0.7
43063  26.2  17.7  32.2   0.0
43064  25.3  15.7  31.4   0.0
43065  19.4  16.7  30.0   0.5
43066  28.4  15.3  30.7   0.0
43067  23.6  16.7  30.4   0.0
43068  25.5  16.7  30.5   0.0
43069  21.9  18.0  31.8   0.6
43070  21.9  17.3  29.6   0.7
43071  20.2  18.3  28.8   5.1
43072  17.8  18.2  27.4  11.1
43073  17.8  18.8  26.9  17.3
43074  15.5  19.0  26.5  15.7
43075  10.6  18.2  23.6  27.4
43076  21.1  16.4  27.9  10.2
43077  16.6  17.7  28.4  29.1
43078  14.9  18.3  26.7  30.8
43079  17.5  18.0  30.6  10.4
43080  17.5  17.9  27.4   8.6
43081  14.4  18.3  27.1  15.6
43082  12.8  18.4  25.2  15.9
43083  19.0  18.1  26.9   5.9
43084  12.3  18.0  25.5  21.4
43085   9.3  18.6  24.8  34.7
43086  20.6  17.2  27.4  15.6
43087  19.2  17.5  27.2  23.2
43088  14.8  18.1  26.0  20.1
43089  19.6  17.3  28.0  13.2
43090  19.3  17.4  28.6   8.4
43091  20.5  17.5  28.9   0.0
43092  13.8  18.1  27.7  13.9
43093   8.8  17.7  24.5  22.4
43094  18.7  17.6  27.4   0.0
43095  14.2  18.5  25.2  10.7
43096  20.1  18.5  25.3  13.3
43097  16.9  17.9  26.0   8.4
43098  17.8  17.0  25.8   0.0
43099  19.6  16.2  26.5   0.0
43100  21.5  15.3  26.8   0.0
43101  21.4  16.3  27.1   0.0
43102  19.1  17.5  26.5   0.0
43103  18.7  17.2  26.9   0.0
43104  18.5  17.3  26.1   7.6
43105  16.4  17.3  25.6   0.0
43106  14.7  17.6  25.2   0.0
43107  16.5  17.6  25.9   0.0
43108  14.4  15.3  25.4   0.0
43109  12.2  15.9  23.9   0.0
43110  13.7  15.3  24.7   0.0
43111  16.5  14.6  25.7   0.0
43112  18.8  13.6  25.6   0.0
43113  16.9  12.9  24.6   0.0
43114  17.2  12.6  25.5   0.0
43115  15.3  13.2  26.3   0.0
43116  19.7  14.5  27.0   0.0
43117  17.1  17.2  25.8   0.0
43118  16.4  16.5  25.3   5.4
43119  17.6  15.6  26.1   0.0
43120  17.7  15.0  26.5   0.0
43121  18.8  15.9  26.5   0.0
43122  17.3  16.3  25.6  20.1
43123  17.5  16.4  25.0  16.9
43124  15.2  16.6  24.1  14.6
43125  13.2  15.3  24.3   0.0
43126  17.4  13.3  25.1   0.0
43127  22.5  13.2  26.2   0.0
43128  12.9  14.1  24.3   0.0
43129  17.0  15.6  25.4   0.0
43130  17.6  14.3  26.3   0.0
43131  22.4  12.9  26.8   0.0
43132  19.1  13.0  25.9   0.0
43133  22.0  13.0  26.7   0.0
43134  23.6  10.3  27.4   0.0
43135  23.2  11.1  28.0   0.0
43136  23.7  11.5  29.1   0.0
43137  23.0  12.0  28.7   0.0
43138  23.2  11.2  28.8   0.0
43139  22.8  12.5  29.1   0.0
43140  20.8  11.4  27.8   0.0
43141  19.5  14.0  26.5   0.0
43142  15.1  13.2  25.0   0.0
43143  15.6  14.1  25.0   0.0
43144  16.7  12.8  25.7   0.0
43145  15.8  15.1  26.7   0.0
43146  15.6  16.2  27.1   0.0
43147  16.0  13.6  26.0   0.0
43148  15.7  15.8  26.2   3.7
43149  16.2  16.3  26.7   0.0
43150  15.2  16.5  25.8   0.0
43151  12.5  15.3  25.4   0.0
43152  16.0  15.2  25.9   0.0
43153  16.7  16.4  26.5   0.0
43154  18.2  13.6  27.4   0.0
43155  21.4  12.4  28.0   0.0
43156  17.3  13.1  27.5   0.0
43157  15.3  14.8  27.7   0.1
43158  19.0  13.8  28.6   0.0
43159  17.2  14.8  27.6   0.2
43160  13.6  15.4  25.7   0.0
43161  16.1  14.4  26.8   0.0
43162  20.7  12.9  28.2   0.0
43163  21.3  12.3  28.5   0.0
43164  21.7  11.3  29.4   0.0
43165  22.0  10.8  28.8   0.0
43166  21.8  10.2  28.3   0.0
43167  21.6   8.8  28.6   0.0
43168  20.4   9.8  28.2   0.0
43169  20.8  11.2  27.4   0.0
43170  15.9  12.8  26.9   0.0
43171  15.8  14.2  27.5   0.0
43172  17.3  13.6  27.7   0.0
43173  18.0  12.4  27.1   0.0
43174  20.9   9.7  27.0   0.0
43175  17.9  10.1  26.6   0.0
43176  12.4  14.3  24.9   0.0
43177  15.2  10.8  24.2   0.0
43178  18.7   8.6  26.8   0.0
43179  19.6   8.4  27.3   0.0
43180  17.3  10.8  28.0   0.0
43181  18.5  11.2  27.6   0.0
43182  17.5  11.4  27.8   0.1
43183  16.9  12.3  27.8   0.0
43184  17.0  12.9  28.1   0.0
43185  18.8  11.9  28.3   0.0
43186  20.1  11.5  27.5   0.0
43187  21.3   9.8  28.0   0.0
43188  22.0   9.5  28.9   0.0
43189  21.8   9.2  28.3   0.0
43190  21.3  10.5  27.1   0.0
43191  18.4   9.8  25.6   0.1
43192  16.4  13.4  22.9   0.0
43193  18.9  11.9  24.3   0.0
43194  17.4  10.4  23.0   0.0
43195  13.5   8.6  22.2   0.0
43196  20.1   7.5  24.1   0.0
43197  20.5   7.0  25.0   0.0
43198  14.6   8.2  24.1   0.0
43199  15.0  11.3  24.1   0.0
43200  12.9  11.2  23.3   0.0
43201  18.6   8.4  25.4   0.0
43202  18.5   8.8  25.5   0.0
43203  15.4  13.8  24.3   0.2
43204  16.1  11.6  25.5   0.0
43205  17.8   9.5  26.3   0.0
43206  16.8  10.1  25.6   0.0
43207  21.1  10.3  27.7   0.0
43208  20.7   9.6  28.0   0.0
43209  20.5   9.5  28.5   0.0
43210  19.7   9.9  29.1   0.0
43211  20.5  11.4  27.5   0.0
43212  21.2   8.7  24.7   0.0
43213  18.0   8.3  24.9   0.0
43214  20.1   9.2  26.5   0.0
43215  19.6   9.9  26.3   0.0
43216  17.1  11.5  25.9   0.0
43217  18.2   9.8  27.3   0.0
43218  19.3  11.3  28.9   0.0
43219  20.3  10.1  28.7   0.0
43220  17.6  11.9  26.7   0.0
43221  20.7  11.0  26.7   0.2
43222  19.2   9.1  25.8   0.0
43223  18.4  11.8  26.1   0.0
43224  18.7  11.9  27.2   0.0
43225  22.7  11.0  27.1   0.0
43226  20.1  10.2  27.1   0.0
43227  16.2  12.7  24.9   0.0
43228  12.9   9.3  21.8   0.0
43229  20.3   7.4  25.0   0.0
43230  25.3   6.7  26.7   0.0
43231  23.9   7.8  27.4   0.0
43232  23.1   7.6  28.0   0.0
43233  22.3  10.1  28.8   0.0
43234  23.1   8.4  29.8   0.0
43235  24.1   8.6  29.1   0.0
43236  19.2  11.0  28.6   0.1
43237  20.7  11.0  28.0   0.0
43238  25.2   8.9  29.4   0.0
43239  23.8   9.1  29.1   0.0
43240  22.3  11.4  29.8   0.2
43241  20.2  11.4  28.5   0.0
43242  24.6   7.7  28.6   0.0
43243  19.7  10.6  28.3   0.0
43244  15.1   9.5  22.7   0.3
43245  25.7   8.0  26.5   0.0
43246  25.8   6.6  28.0   0.0
43247  21.2  10.8  27.8   0.0
43248  20.4  10.2  27.5   0.0
43249  17.7  13.1  27.3   0.0
43250  20.9  12.5  28.0   0.0
43251  25.5  10.1  27.8   0.0
43252  21.4  13.0  27.2   0.0
43253  20.4  12.0  28.7   0.0
43254  21.5  12.2  27.9   0.0
43255  19.9  11.5  27.5   0.0
43256  22.0  11.2  27.4   0.0
43257  24.5  10.9  27.8   0.0
43258  25.4  13.3  29.2   0.0
43259  25.8  10.6  29.8   0.0
43260  26.5  10.5  30.4   0.0
43261  25.9  12.4  30.0   0.0
43262  26.0  10.9  28.7   0.0
43263  21.0  12.1  28.2   0.0
43264  22.3  13.6  27.6   0.0
43265  23.5  11.6  29.1   0.0
43266  24.2  11.9  29.3   0.0
43267  20.7  12.9  28.4   0.0
43268  22.5  11.0  28.1   0.0
43269  21.9  11.8  27.9   0.0
43270  25.8  10.8  29.9   0.0
43271  25.8  11.9  29.3   0.0
43272  27.5  12.0  30.3   0.0
43273  27.9  10.1  30.4   0.0
43274  26.2  11.9  29.9   0.0
43275  25.7  11.9  28.8   0.0
43276  23.8  12.5  28.1   0.0
43277  22.9  12.7  28.2   0.0
43278  23.5  13.6  28.2   0.0
43279  26.8  13.5  29.2   0.0
43280  27.7  11.2  30.0   0.0
43281  29.1  11.2  29.6   0.0
43282  28.6  11.2  28.8   0.0
43283  25.4  11.5  28.9   0.0
43284  25.8  12.5  30.5   0.0
43285  27.0  13.1  30.5   0.0
43286  27.8  12.0  30.2   0.0
43287  25.5  13.2  30.7   0.0
43288  28.4  11.6  31.3   0.0
43289  28.6  12.6  31.8   0.0
43290  26.2  12.7  31.3   0.0
43291  26.6  13.5  30.8   0.0
43292  26.5  13.6  31.0   0.0
43293  25.5  14.7  31.3   0.0
43294  26.4  13.3  31.2   0.0
43295  23.5  14.9  30.1   0.0
43296  29.0  13.3  31.0   0.0
43297  27.3  13.7  30.4   0.0
43298  20.5  17.2  28.1   6.0
43299  27.3  14.6  30.5   0.0
43300  29.8  13.0  30.6   0.0
43301  29.2  12.6  30.2   0.0
43302  26.7  13.5  30.7   0.0
43303  23.2  16.3  30.0   2.7
43304  22.0  18.1  29.4   3.8
43305  23.9  15.6  30.9   0.0
43306  25.9  14.9  31.0   0.0
43307  23.1  15.3  31.1   0.0
43308  23.2  16.3  32.0   0.0
43309  21.4  15.8  31.0  21.7
43310  24.2  16.9  30.5   0.0
43311  20.1  18.6  30.6   0.0
43312  23.3  16.9  30.1   0.0
43313  22.0  17.1  30.1   0.0
43314  13.8  18.4  28.7  12.6
43315  21.5  18.2  28.7   0.0
43316  22.9  17.1  29.9   1.7
43317  21.9  17.7  29.7   0.0
43318  22.9  17.0  28.2   0.0
43319  13.7  18.3  26.7  28.7
43320  18.6  18.8  25.9  11.1
43321  13.5  17.9  24.4   5.8
43322  21.1  18.5  26.6   0.0
43323  12.3  17.5  25.1  18.2
43324  16.2  17.3  26.1   8.8
43325  25.8  16.5  27.2   0.0
43326  26.3  16.5  28.0   0.0
43327  24.0  17.7  28.0   2.4
43328  22.6  18.5  28.1   0.0
43329  20.2  18.0  27.3   9.4
43330  18.1  17.8  26.6   5.4
43331  17.6  18.4  25.7  13.0
43332  22.6  17.3  27.4   0.1
43333  21.7  17.4  26.8   0.0
43334  21.7  17.8  27.3  35.0
43335  16.0  17.9  27.4   3.1
43336  18.9  18.3  27.8  30.4
43337  16.6  17.7  26.5  12.5
43338  14.8  18.2  27.0  13.3
43339  19.1  18.3  26.6   0.0
43340  16.2  18.2  26.0   4.7
43341  22.7  17.1  27.7   1.2
43342  21.1  17.6  26.3  10.4
43343  17.1  17.9  25.5  20.3
43344  19.2  17.9  26.8  11.9
43345  23.3  18.1  29.2  15.7
43346  24.3  18.1  29.6   6.7
43347  13.9  18.5  27.2  16.8
43348  10.2  18.0  27.3  23.6
43349  15.8  18.3  26.3   8.7
43350  13.3  18.4  25.3   0.0
43351  16.3  18.2  27.8   8.2
43352  17.8  18.2  26.8   4.5
43353  17.8  18.3  27.9  17.4
43354   8.6  18.3  23.7  25.0
43355  12.3  17.5  24.4   7.9
43356  17.7  17.1  26.2  27.2
43357  12.5  18.2  25.8  17.1
43358  12.3  18.6  25.0  29.8
43359  16.1  17.7  26.0   1.1
43360  15.4  18.4  25.9   9.0
43361  11.1  18.3  26.0  35.3
43362   8.4  17.6  24.5  19.1
43363  18.4  16.8  26.9   0.0
43364  18.3  17.0  28.0   1.3
43365  17.8  17.5  30.8  29.3
44001  13.2  17.9  24.5   6.5
44002  18.4  18.1  25.3   7.2
44003  20.7  16.3  25.3   0.2
44004  19.6  16.9  25.2   6.4
44005  19.4  16.8  25.1  21.1
44006  16.0  17.8  25.4  21.3
44007  18.4  16.8  26.1  13.0
44008  21.7  16.6  26.7   0.3
44009  23.1  16.5  25.9   0.0
44010  23.3  17.3  26.6   5.3
44011  22.9  16.9  25.5   4.7
44012  18.6  17.2  28.2   6.5
44013  19.0  17.7  28.4   9.8
44014  13.6  18.3  26.3  17.2
44015  17.8  17.8  25.8  10.9
44016  17.3  17.7  25.8   6.3
44017  20.9  17.1  27.9   0.3
44018  21.3  17.5  26.7   7.7
44019  16.7  18.1  27.0  20.1
44020  14.5  18.1  24.8  13.5
44021  23.3  16.5  26.7  12.7
44022  18.0  17.7  26.1   6.0
44023  12.0  17.7  25.6  15.1
44024  20.9  17.9  27.8   2.2
44025  19.8  18.0  26.6  17.2
44026  18.2  17.3  25.5  11.2
44027  16.4  18.0  25.1   7.9
44028  15.3  17.7  25.1   7.1
44029  20.2  17.4  27.7   6.0
44030  17.7  16.8  26.2   5.4
44031  19.5  18.6  27.1   4.3
44032  12.4  18.6  25.3  14.5
44033  14.5  17.8  25.0   7.1
44034  15.5  17.6  26.5   6.7
44035  18.3  17.8  26.7  13.6
44036  17.1  18.5  27.1   1.3
44037  17.2  18.0  27.9   2.2
44038  17.6  17.9  29.0   1.1
44039  18.8  18.3  29.7   7.0
44040  25.3  18.5  28.0   6.3
44041  22.4  17.7  27.8  10.6
44042  14.8  19.2  26.8  21.0
44043  14.8  18.8  26.4  32.1
44044  16.8  19.1  26.3   9.1
44045  14.6  18.7  26.1   5.5
44046  17.1  18.5  26.9   0.7
44047  17.2  18.6  26.8   7.8
44048  12.8  18.3  23.6  14.2
44049  19.5  17.8  26.3   1.4
44050  26.4  15.9  27.1   0.3
44051  23.0  16.8  27.8   0.6
44052  24.7  17.1  28.3   0.6
44053  26.6  17.6  28.4   8.9
44054  18.1  17.9  27.0  30.3
44055  18.3  17.6  25.2  10.9
44056  19.6  17.9  26.3   0.7
44057  20.9  17.5  26.9   8.4
44058  22.6  17.8  26.9  21.9
44059  16.1  17.1  25.2  16.3
44060  15.5  17.1  24.8  23.5
44061  11.2  18.3  24.6  31.3
44062  15.4  17.5  27.2  13.8
44063  17.2  17.8  26.3  21.2
44064  15.4  18.2  26.5  24.0
44065  14.4  18.2  25.6  49.7
44066   7.8  18.5  23.1  31.8
44067  12.3  17.4  30.7  19.2
